iter	MultiClass
401	0.1398519283
402	0.1395047115
403	0.139065363
404	0.1386345364
405	0.1382071499
406	0.1378063762
407	0.1373190287
408	0.1368408772
409	0.1364132295
410	0.1360406301
411	0.1357024683
412	0.1354862228
413	0.1351679617
414	0.1346255267
415	0.1343445481
416	0.1341486576
417	0.1336915555
418	0.1333906875
419	0.1331054477
420	0.1325052072
421	0.1322120955
422	0.1319538424
423	0.131657814
424	0.1313514339
425	0.1309711514
426	0.1306677739
427	0.1304165366
428	0.1300169484
429	0.1294278256
430	0.128974999
431	0.1285454762
432	0.1280607125
433	0.1275337307
434	0.12712502
435	0.1266915008
436	0.1262241076
437	0.1260125681
438	0.1257306799
439	0.1255084652
440	0.1251813796
441	0.124824732
442	0.1243149648
443	0.123844465
444	0.1233433788
445	0.1230881287
446	0.1226330422
447	0.1222199833
448	0.1219833424
449	0.1217372981
450	0.1213694465
451	0.1208361017
452	0.1204958609
453	0.120154056
454	0.1198024499
455	0.1195673916
456	0.1192447174
457	0.1189538468
458	0.1186694457
459	0.1183565635
460	0.1181876965
461	0.1178974539
462	0.1174917681
463	0.1171828345
464	0.1169449831
465	0.1165654313
466	0.1160218949
467	0.115780378
468	0.1152635222
469	0.1150629856
470	0.1146704459
471	0.1144669521
472	0.1141575155
473	0.1137650276
474	0.1134884466
475	0.1131732385
476	0.1129101972
477	0.1126126157
478	0.1123044652
479	0.1118403641
480	0.1114086022
481	0.1111020508
482	0.1108495458
483	0.1104518789
484	0.1101805974
485	0.1098531586
486	0.1095837085
487	0.1091606754
488	0.1086614204
489	0.1082300727
490	0.1081377891
491	0.1077956253
492	0.1075194061
493	0.1072156841
494	0.1068717932
495	0.1066180239
496	0.1064466902
497	0.1062355413
498	0.1059299177
499	0.1056337079
500	0.1053913736
501	0.105210491
502	0.1048539537
503	0.1044826919
504	0.1041831533
505	0.1040194001
506	0.1038200768
507	0.1034114602
508	0.1032004233
509	0.1029778625
510	0.1027957697
511	0.1025573609
512	0.102307182
513	0.1020952044
514	0.1019876219
515	0.1015751241
516	0.1013403338
517	0.1011396184
518	0.1007933663
519	0.1005536921
520	0.1002912645
521	0.09993940624
522	0.09975275941
523	0.09947130036
524	0.09922548191
525	0.09910643761
526	0.0990190786
527	0.09880316143
528	0.09863377272
529	0.09844690888
530	0.09820906445
531	0.09800099692
532	0.09779601061
533	0.0977203005
534	0.09739118734
535	0.0971961896
536	0.0970226909
537	0.09676474371
538	0.09642005763
539	0.09626668069
540	0.09603004943
541	0.09574902094
542	0.09555394203
543	0.09544049464
544	0.09522986162
545	0.09492136332
546	0.09459857794
547	0.09451055356
548	0.09423682012
549	0.09405809349
550	0.09378444044
551	0.09346968824
552	0.09326022157
553	0.09309079626
554	0.09298211867
555	0.0927151763
556	0.09252477142
557	0.09226923171
558	0.09207951508
559	0.09173762918
560	0.09147708731
561	0.09134720769
562	0.09120306159
563	0.09097473689
564	0.09073955868
565	0.09054281135
566	0.09034338459
567	0.09008537779
568	0.08984508067
569	0.08958182639
570	0.08935390744
571	0.08908458983
572	0.0888094604
573	0.08860959342
574	0.08841296467
575	0.08826538763
576	0.08806675973
577	0.08783941229
578	0.08756994644
579	0.08732298242
580	0.08715836066
581	0.08697934732
582	0.08668166367
583	0.08643784054
584	0.08626789013
585	0.08611371211
586	0.0859257813
587	0.08571981103
588	0.08549102568
589	0.08532407744
590	0.08515695351
591	0.0850031427
592	0.08483121483
593	0.08460266668
594	0.08444965923
595	0.08426596266
596	0.08411535319
597	0.08384242449
598	0.0837177661
599	0.08356180569
600	0.08342943368
601	0.08321955509
602	0.08304955998
603	0.08290415074
604	0.08274803372
605	0.08261773398
606	0.08250635809
607	0.08232717927
608	0.08216036944
609	0.08206576584
610	0.08186868723
611	0.08162700672
612	0.08149523389
613	0.08134196345
614	0.08118104806
615	0.08098261306
616	0.0808613171
617	0.08070765097
618	0.08048151086
619	0.08031245533
620	0.08010654063
621	0.07995080113
622	0.07977938252
623	0.07957309706
624	0.07943437139
625	0.07932888969
626	0.0791675011
627	0.07903758474
628	0.07883762441
629	0.07866794724
630	0.07843471616
631	0.07833277374
632	0.07822164386
633	0.07795831251
634	0.0777559052
635	0.07755419828
636	0.07741976204
637	0.07733267234
638	0.07719621414
639	0.07706242139
640	0.07691841533
641	0.07670915051
642	0.07659186167
643	0.07645871894
644	0.0763768487
645	0.0762506825
646	0.07603034845
647	0.07588268608
648	0.07577765978
649	0.07566148723
650	0.075502874
651	0.07534928432
652	0.07524630233
653	0.07505982918
654	0.07494888134
655	0.07482359488
656	0.07468354619
657	0.07448314512
658	0.07437770411
659	0.07414516216
660	0.07395660626
661	0.07377908793
662	0.07365429351
663	0.07344164538
664	0.0733460682
665	0.07318827102
666	0.07307049143
667	0.07298868591
668	0.07280512181
669	0.07274824276
670	0.07260914861
671	0.07243741337
672	0.07227276224
673	0.07215080493
674	0.07202184937
675	0.07187997523
676	0.07178101484
677	0.07163231451
678	0.07150708682
679	0.07135391536
680	0.07122930992
681	0.07111508721
682	0.07098828588
683	0.07089514341
684	0.07078952488
685	0.07068896621
686	0.07059698321
687	0.07042784049
688	0.07027559969
689	0.07019519139
690	0.07014286269
691	0.06995217228
692	0.06981896045
693	0.06968050474
694	0.06954725148
695	0.06941775905
696	0.06923794167
697	0.06910182463
698	0.06898938234
699	0.06889113139
700	0.06874251308
701	0.06867436888
702	0.06851486462
703	0.06838718841
704	0.06820722194
705	0.068050682
706	0.06789012239
707	0.06776184757
708	0.06762359599
709	0.06747065802
710	0.06738078223
711	0.06720617004
712	0.06705368734
713	0.06693389362
714	0.06681570496
715	0.06663389681
716	0.06648270264
717	0.06637324116
718	0.06628288986
719	0.06610627589
720	0.06601118693
721	0.06584774634
722	0.0656603019
723	0.06552628351
724	0.06541745957
725	0.06527873793
726	0.06515585078
727	0.06502273955
728	0.06490941855
729	0.06479650522
730	0.06466774502
731	0.06461062066
732	0.06450474981
733	0.06428728091
734	0.06419561421
735	0.06413037562
736	0.06402575022
737	0.06394734106
738	0.06384329904
739	0.06374056124
740	0.06359881473
741	0.06348964378
742	0.06335766101
743	0.06323890637
744	0.06317311769
745	0.06303024551
746	0.06297871458
747	0.06288066615
748	0.06275396695
749	0.0626432704
750	0.06253334631
751	0.06244236019
752	0.06234650343
753	0.06226991477
754	0.06217979291
755	0.06207412567
756	0.06202135766
757	0.06192828689
758	0.06180623324
759	0.06167388016
760	0.061504926
761	0.06141125853
762	0.06132184046
763	0.06123899848
764	0.06109987044
765	0.06096342299
766	0.06083799502
767	0.06073748997
768	0.06065866343
769	0.06061027841
770	0.06047950257
771	0.06038729947
772	0.06027716546
773	0.06012906394
774	0.06002456123
775	0.05995381841
776	0.0598634168
777	0.05972809089
778	0.05960997573
779	0.05952232288
780	0.05936646587
781	0.05927046046
782	0.059149368
783	0.05903804183
784	0.05897030124
785	0.0588835694
786	0.05877234689
787	0.05867635668
788	0.05860837412
789	0.05852634355
790	0.05845316934
791	0.05836435776
792	0.05822854648
793	0.0581286501
794	0.0580492326
795	0.05787630238
796	0.05783707166
797	0.05773452706
798	0.05762491167
799	0.05754536502
800	0.05746517388
801	0.05736953091
802	0.05732260311
803	0.0572689949
804	0.057186157
805	0.05711356797
806	0.05706107956
807	0.05697579298
808	0.05689476145
809	0.05678899142
810	0.05670656877
811	0.05657787157
812	0.05652044844
813	0.05641418149
814	0.05629271086
815	0.05615148777
816	0.05603398371
817	0.05598870826
818	0.05587974406
819	0.05579235482
820	0.05570588679
821	0.05561082096
822	0.0554980867
823	0.05538545523
824	0.05527449616
825	0.05513550552
826	0.05507416874
827	0.0549682346
828	0.05488916332
829	0.05478433559
830	0.05468133743
831	0.05461742851
832	0.05450435774
833	0.05442750419
834	0.05432721818
835	0.05417951698
836	0.05407583051
837	0.0540178107
838	0.05396486472
839	0.05386108286
840	0.05374455461
841	0.05369434618
842	0.05363291819
843	0.05355459675
844	0.05348304794
845	0.05342516491
846	0.05334754049
847	0.05326588705
848	0.05318733159
849	0.05309493235
850	0.05302375002
851	0.05292150899
852	0.05282133983
853	0.05278485551
854	0.05270442145
855	0.05262722914
856	0.05251660862
857	0.05241978005
858	0.05235668986
859	0.05228651676
860	0.05220077146
861	0.0520890441
862	0.05201544452
863	0.05193691133
864	0.05183760939
865	0.05173713047
866	0.0517073426
867	0.05162497959
868	0.05153432337
869	0.05140027915
870	0.0513409874
871	0.05121438624
872	0.05114434092
873	0.05105298793
874	0.05098302929
875	0.05087552694
876	0.0508002016
877	0.05072674882
878	0.05065529508
879	0.050553231
880	0.05047117029
881	0.05036636463
882	0.05031183417
883	0.05023976304
884	0.05016478562
885	0.05008624813
886	0.04996643441
887	0.04989991163
888	0.04983858212
889	0.04979281778
890	0.04972754464
891	0.04966011719
892	0.04961643919
893	0.04952721797
894	0.0494374845
895	0.04933610265
896	0.04925215383
897	0.04915398304
898	0.04908564885
899	0.04901414877
900	0.0489422883
901	0.04888519427
902	0.0488236836
903	0.04875383565
904	0.04866864043
905	0.04859050277
906	0.04853346003
907	0.04846275548
908	0.04835773043
909	0.04827770003
910	0.04819972891
911	0.0481108341
912	0.04804431799
913	0.04793167174
914	0.04785262056
915	0.04781977773
916	0.04773782984
917	0.04771115902
918	0.04762718374
919	0.04758964894
920	0.04749461178
921	0.04745405452
922	0.04736839776
923	0.04731346856
924	0.04725997068
925	0.04717075487
926	0.04710487531
927	0.04704864798
928	0.04698460196
929	0.04689524983
930	0.04685023619
931	0.04677401508
932	0.04667835761
933	0.04660899281
934	0.04654787906
935	0.04646568368
936	0.04639957975
937	0.04630049285
938	0.04624561006
939	0.04617008121
940	0.04611304957
941	0.04606381859
942	0.04596748752
943	0.04592093804
944	0.04582533995
945	0.04574790478
946	0.04570784684
947	0.04568666455
948	0.04561504412
949	0.04557350252
950	0.04549877739
951	0.04545304063
952	0.04538516731
953	0.04531351503
954	0.04527857863
955	0.04519186566
956	0.04510893888
957	0.04505768637
958	0.04498663645
959	0.04492176513
960	0.04484927194
961	0.04477875116
962	0.04474452949
963	0.04466786241
964	0.04458688278
965	0.04453853593
966	0.04446023733
967	0.04442950047
968	0.04437148502
969	0.04432230646
970	0.04426387186
971	0.0442201755
972	0.04416580001
973	0.04411577755
974	0.04405172035
975	0.04402271737
976	0.04398329543
977	0.04392123652
978	0.04385062328
979	0.04380171253
980	0.04374655248
981	0.04367069468
982	0.04358989796
983	0.04348455675
984	0.04345110725
985	0.04341461687
986	0.04335976861
987	0.04329677625
988	0.043270048
989	0.04321443243
990	0.04316681681
991	0.04311994609
992	0.04305130819
993	0.04300568879
994	0.04295790445
995	0.04291721932
996	0.04287030293
997	0.04280005889
998	0.04275247899
999	0.04269797354
